id,naics_code,code_description,num_establishments_2017,value_x1000_2017,payroll_x1000_2017,num_employees_2017,num_establishments_2012,value_x1000_2012,payroll_x1000_2012,num_employees_2012,num_establishments_2007,value_x1000_2007,payroll_x1000_2007,num_employees_2007,num_establishments_2002,value_x1000_2002,payroll_x1000_2002,num_employees_2002
430,523,"Securities, commodity contracts, and other financial investments and related activities",51,83874,14671,701,139,326759,121020,1715,181,598108,106304,1652,176,n/d,n/d,n/d
431,5231,Securities and commodity contracts intermediation and brokerage,51,83874,14671,701,34,152919,92057,962,39,327719,74719,719,129,n/d,n/d,n/d
432,52311,Investment banking and securities dealing,51,83874,14671,701,11,11697,5998,69,15,112454,30853,n/d,111,n/d,n/d,n/d
433,52312,Securities brokerage,51,83874,14671,701,21,141118,85284,851,21,211722,43450,441,15,n/d,n/d,n/d
434,5239,Other financial investment activities,51,83874,14671,701,105,173840,28963,754,139,260689,28474,884,46,n/d,n/d,n/d
435,524,Insurance carriers and related activities,51,83874,14671,701,608,8153561,458408,11625,585,7238299,467422,12502,497,4894891,327255,9783
436,5241,Insurance carriers,51,83874,14671,701,271,7696270,351495,9111,205,6418442,353977,9370,150,3903392,214627,6100
437,52411,"Direct life, health, and medical insurance carriers",51,83874,14671,701,152,6405470,208118,6090,106,5129814,240753,6748,89,2939583,144151,3970
438,52412,"Direct insurance (except life, health, and medical) carriers",51,83874,14671,701,110,1286606,141668,2987,96,1268128,112984,2616,53,955620,68963,2065
439,5242,"Agencies, brokerages, and other insurance related activities",51,83874,14671,701,337,457292,106914,2515,380,819858,113445,3133,347,991499,112628,3683
440,52421,Insurance agencies and brokerages,51,83874,14671,701,300,379799,90954,2011,341,760488,100700,2770,290,938160,100797,3217
441,52429,Other insurance related activities,51,83874,14671,701,37,77492,15960,504,39,59369,12745,363,57,53339,11831,466
442,53,Real estate and rental and leasing,51,83874,14671,701,1592,1465763,262402,11310,1803,3696901,298242,14501,1783,1698631,231189,13086
443,531,Real estate,51,83874,14671,701,1104,1008313,177704,7480,1199,1844501,188384,9042,1163,1067391,148334,8183
444,5311,Lessors of real estate,51,83874,14671,701,744,831746,108929,4509,760,1584209,125682,6177,n/d,n/d,n/d,n/d
445,53111,Lessors of residential buildings and dwellings,51,83874,14671,701,241,148500,31920,1716,298,305724,45118,2636,n/d,n/d,n/d,n/d
446,53112,Lessors of nonresidential buildings (except miniwarehouses),51,83874,14671,701,455,667467,69492,2460,432,1249301,78371,3424,n/d,n/d,n/d,n/d
447,53113,Lessors of miniwarehouses and self-storage units,51,83874,14671,701,31,11808,6377,270,18,20876,1578,70,n/d,n/d,n/d,n/d
448,53119,Lessors of other real estate property,51,83874,14671,701,17,3972,1140,63,12,8309,615,48,n/d,n/d,n/d,n/d
449,5312,Offices of real estate agents and brokers,51,83874,14671,701,104,27263,8962,359,172,94013,16247,684,170,146622,21182,831
450,5313,Activities related to real estate,51,83874,14671,701,256,149306,59814,2613,267,166280,46456,2182,276,315758,57997,3384
451,53131,Real estate property managers,51,83874,14671,701,167,93392,49537,2294,158,82969,24936,1284,187,230196,42118,2654
452,53132,Offices of real estate appraisers,51,83874,14671,701,41,19541,3168,79,44,39956,3060,124,50,18685,2962,110
453,53139,Other activities related to real estate,51,83874,14671,701,48,36373,7109,240,65,43355,18459,772,39,66877,12917,620
454,532,Rental and leasing services,51,83874,14671,701,483,450641,83158,3783,593,1840272,108058,5376,613,629577,82570,4889
455,5321,Automotive equipment rental and leasing,51,83874,14671,701,142,240280,28441,1161,134,1418239,36413,1326,110,246164,19573,876
456,53211,Passenger car rental and leasing,51,83874,14671,701,120,195725,25719,964,111,1386540,31890,1153,n/d,n/d,n/d,n/d
457,53212,"Truck, utility trailer, and RV (recreational vehicle) rental and leasing",51,83874,14671,701,22,44555,2723,198,23,31700,4523,173,n/d,n/d,n/d,n/d
458,5322,Consumer goods rental,51,83874,14671,701,160,51680,22414,1120,200,104621,20478,1619,219,149749,27361,2014
459,5323,General rental centers,51,83874,14671,701,48,20692,4065,185,59,60213,12026,465,56,48006,6924,321
460,5324,Commercial and industrial machinery and equipment rental and leasing,51,83874,14671,701,133,137990,28238,1317,200,257199,39142,1967,228,185658,28712,1678
461,53241,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing",51,83874,14671,701,85,93764,20154,1010,120,139868,23037,1285,n/d,n/d,n/d,n/d
462,53242,Office machinery and equipment rental and leasing,51,83874,14671,701,1,n/d,n/d,n/d,8,9240,2107,69,n/d,n/d,n/d,n/d
463,53249,Other commercial and industrial machinery and equipment rental and leasing,51,83874,14671,701,47,44057,8050,308,72,108091,13999,614,n/d,n/d,n/d,n/d
464,533,Lessors of nonfinancial intangible assets (except copyrighted works),51,83874,14671,701,5,6809,1540,47,11,12128,1799,82,7,1663,285,14
465,54,"Professional, scientific, and technical services",51,83874,14671,701,4044,3145282,1060800,49750,4277,4324761,978640,32801,3965,2836774,701485,26197
466,541,"Professional, scientific, and technical services",51,83874,14671,701,4044,3145282,1060800,49750,4277,4324761,978640,32801,3965,2836774,701485,26197
467,5411,Legal services,51,83874,14671,701,1288,595704,212665,21038,1399,885609,184684,5645,1466,606940,153795,5779
468,54111,Offices of lawyers,51,83874,14671,701,1212,558638,194645,20566,1282,771118,153583,4738,1272,531212,129003,4839
469,54119,Other legal services,51,83874,14671,701,76,37065,18019,472,115,110925,30915,892,194,75728,24792,940
470,5412,"Accounting, tax preparation, bookkeeping, and payroll services",51,83874,14671,701,642,306175,129680,4734,617,343065,121875,4959,524,289945,81703,3364
471,5413,"Architectural, engineering, and related services",51,83874,14671,701,693,673717,204819,9607,950,1197266,267051,8614,802,787887,195926,7512
472,54131,Architectural services,51,83874,14671,701,103,95884,25357,592,175,155568,42883,1091,135,97019,19659,730
473,54132,Landscape architectural services,51,83874,14671,701,12,5503,1618,98,23,16750,4413,269,27,12250,4635,297
474,54133,Engineering services,51,83874,14671,701,417,492449,154498,7949,526,888092,184352,5650,434,557708,141936,4859
475,54134,Drafting services,51,83874,14671,701,6,1459,254,19,17,3593,1049,41,21,5659,1287,65
476,54135,Building inspection services,51,83874,14671,701,15,2279,1451,39,17,4298,1492,71,22,16178,4390,170
477,54136,Geophysical surveying and mapping services,51,83874,14671,701,7,4158,1132,50,3,5508,1688,59,9,2892,532,28
478,54137,Surveying and mapping (except geophysical) services,51,83874,14671,701,19,3930,1471,74,46,13752,3924,251,53,22829,4704,313
479,54138,Testing laboratories,51,83874,14671,701,114,68055,19037,787,143,109704,27251,1182,101,73352,18783,1050
480,5414,Specialized design services,51,83874,14671,701,71,29744,6651,254,86,50043,10043,583,93,46503,12301,603
481,54141,Interior design services,51,83874,14671,701,16,7136,1426,65,26,11285,1786,83,n/d,n/d,n/d,n/d
482,54142,Industrial design services,51,83874,14671,701,4,n/d,n/d,n/d,10,11204,2097,119,n/d,n/d,n/d,n/d
483,54143,Graphic design services,51,83874,14671,701,44,15708,4124,151,40,16769,4049,196,n/d,n/d,n/d,n/d
484,54149,Other specialized design services,51,83874,14671,701,7,2300,764,27,10,10786,2111,186,n/d,n/d,n/d,n/d
485,5415,Computer systems design and related services,51,83874,14671,701,254,421250,115992,2588,240,446754,102424,2498,191,210994,53783,1551
486,5416,"Management, scientific, and technical consulting services",51,83874,14671,701,397,525975,207923,5116,357,732020,127540,4336,282,203894,55964,1956
487,54161,Management consulting services,51,83874,14671,701,288,464213,163919,4265,256,656965,104131,3643,n/d,n/d,n/d,n/d
488,54162,Environmental consulting services,51,83874,14671,701,37,11767,6550,209,32,23597,6313,236,34,20335,6139,273
489,54169,Other scientific and technical consulting services,51,83874,14671,701,72,49995,37454,642,69,51458,17095,456,59,40949,16013,384
490,5417,Scientific research and development services,51,83874,14671,701,46,42406,34204,1343,48,74069,19544,1077,53,80867,18368,1090
491,54171,"Research and development in the physical engineering, and life sciences",51,83874,14671,701,41,42125,33403,1319,36,66796,16773,1002,n/d,n/d,n/d,n/d
492,54172,Research and development in the social sciences and humanities,51,83874,14671,701,5,n/d,n/d,n/d,12,7272,2770,74,n/d,n/d,n/d,n/d
493,5418,"Advertising, public relations, and related services",51,83874,14671,701,269,277974,79995,2412,268,301309,83756,2505,274,340648,75494,2352
494,54181,Advertising agencies,51,83874,14671,701,136,187183,57434,1297,130,224559,68761,1940,n/d,n/d,n/d,n/d
495,54182,Public relations agencies,51,83874,14671,701,41,36736,9168,590,41,16402,5329,137,n/d,n/d,n/d,n/d
496,54183,Media buying agencies,51,83874,14671,701,13,7564,2216,68,7,12416,1967,47,n/d,n/d,n/d,n/d
497,54184,Media representatives,51,83874,14671,701,8,1019,1765,26,9,1092,288,16,n/d,n/d,n/d,n/d
498,54185,Display advertising,51,83874,14671,701,19,21600,4410,123,29,16724,3300,144,n/d,n/d,n/d,n/d
499,54186,Direct mail advertising,51,83874,14671,701,6,3062,958,49,3,2611,399,n/d,n/d,n/d,n/d,n/d
500,54187,Advertising material distribution services,51,83874,14671,701,10,4468,953,112,5,3605,772,51,n/d,n/d,n/d,n/d
501,54189,Other services related to advertising,51,83874,14671,701,36,16338,3090,144,44,23897,2937,152,n/d,n/d,n/d,n/d
502,5419,"Other professional, scientific, and technical services",51,83874,14671,701,384,272340,68870,2657,312,294626,61722,2583,280,269096,54151,1990
503,54191,Marketing research and public opinion polling,51,83874,14671,701,19,13677,3210,122,22,34148,9288,324,20,23959,8552,468
504,54192,Photographic services,51,83874,14671,701,39,6032,1717,88,51,9118,2117,131,65,38058,7096,181
505,54193,Translation and interpretation services,51,83874,14671,701,6,1191,1097,33,5,2136,350,16,3,835,175,5
506,54194,Veterinary services,51,83874,14671,701,99,33059,8771,531,94,37185,6263,410,85,23846,4257,302
507,54199,"All other professional, scientific, and technical services",51,83874,14671,701,221,218382,54072,1882,140,212037,43702,1700,107,182398,34071,1034
508,55,Management of companies and enterprises,51,83874,14671,701,88,835387,182603,3931,62,394413,110902,2338,94,511676,79091,2237
509,56,Administrative and support and waste management and remediation services,51,83874,14671,701,1644,2948546,1447914,85049,1774,3178504,1191352,76488,1724,2336978,888063,61703
510,561,Administrative and support services,51,83874,14671,701,1510,2592482,1369909,81948,1645,2687821,1108727,72838,1627,2068551,827606,58853
511,5611,Office administrative services,51,83874,14671,701,281,930492,320780,12072,259,984078,249837,6457,179,424151,111973,3882
512,5612,Facilities support services,51,83874,14671,701,51,39405,13416,652,47,65103,40693,3556,56,82379,39121,2956
513,5613,Employment services,51,83874,14671,701,112,466251,372803,24543,160,466685,313670,19808,n/d,n/d,n/d,n/d
514,56131,Employment placement agencies and executive search services,51,83874,14671,701,32,38994,34541,4301,37,103497,40284,3322,n/d,n/d,n/d,n/d
515,56132,Temporary help services,51,83874,14671,701,61,384933,304697,17689,104,324607,252619,15226,118,488237,260364,17338
516,56133,Professional employer organizations,51,83874,14671,701,19,42323,33565,2553,19,38580,20767,1260,10,4922,1717,96
517,5614,Business support services,51,83874,14671,701,134,100924,48784,2934,159,129298,44274,3090,191,143087,42346,2817
518,56141,Document preparation services,51,83874,14671,701,22,7121,2144,97,14,4920,1243,52,n/d,n/d,n/d,n/d
519,56142,Telephone call centers,51,83874,14671,701,15,35615,25052,1783,21,41125,20478,1817,n/d,n/d,n/d,n/d
520,56143,Business service centers,51,83874,14671,701,31,8833,1857,115,57,20872,4087,265,n/d,n/d,n/d,n/d
521,56144,Collection agencies,51,83874,14671,701,46,33492,12019,653,45,32068,9941,594,n/d,n/d,n/d,n/d
522,56145,Credit bureaus,51,83874,14671,701,7,3741,726,15,10,13915,1522,51,n/d,n/d,n/d,n/d
523,56149,Other business support services,51,83874,14671,701,13,12119,6983,268,12,16397,7002,309,n/d,n/d,n/d,n/d
524,5615,Travel arrangement and reservation services,51,83874,14671,701,141,65039,20646,966,236,136938,24947,1536,286,200117,27584,2068
525,56151,Travel agencie,51,83874,14671,701s,99,37857,10419,470,185,61508,13313,840,234,114060,14554,1031
526,56152,Tour operators,51,83874,14671,701,20,12532,4981,222,22,43317,4834,325,21,27958,4530,511
527,56159,Other travel arrangement and reservation services,51,83874,14671,701,22,14651,5246,275,29,32113,6799,371,31,58099,8500,526
528,5616,Investigation and security services,51,83874,14671,701,311,540651,355055,24433,314,521732,284293,24694,293,392615,202690,17344
529,56161,"Investigation, guard, and armored car services",51,83874,14671,701,218,470292,331234,22847,209,419907,250902,23040,191,293328,158473,13603
530,56162,Security systems services,51,83874,14671,701,93,70359,23820,1586,105,101825,33392,1655,102,99287,44217,3741
531,5617,Services to buildings and dwellings,51,83874,14671,701,398,318277,174331,14333,395,296348,121267,12160,389,228630,96323,9407
532,56171,Exterminating and pest control services,51,83874,14671,701,66,31276,13617,761,70,37856,13645,929,63,20326,6308,519
533,56172,Janitorial services,51,83874,14671,701,154,220516,131780,11835,152,162570,81090,8920,150,123854,57229,5773
534,56173,Landscaping services,51,83874,14671,701,128,53849,22790,1423,114,65104,21170,1947,108,43082,17446,1455
535,56174,Carpet and upholstery cleaning services,51,83874,14671,701,6,1511,483,36,6,3508,832,43,18,18466,9318,1066
536,56179,Other services to buildings and dwellings,51,83874,14671,701,44,11124,5661,278,53,27311,4530,322,50,22902,6022,594
537,5619,Other support service,51,83874,14671,701s,82,131442,64091,2013,75,87636,29747,1536,82,73915,24861,1345
538,562,Waste management and remediation services,51,83874,14671,701,134,356063,78006,3101,129,490684,82625,3651,97,268427,60457,2850
539,61,Educational services,51,83874,14671,701,440,462482,160972,9809,336,363524,95293,5552,306,242810,74829,4647
540,611,Educational services,51,83874,14671,701,440,462482,160972,9809,336,363524,95293,5552,n/d,n/d,n/d,n/d
541,6114,Business schools and computer and management training,51,83874,14671,701,35,19132,9129,473,60,67470,15020,818,n/d,n/d,n/d,n/d
542,61141,Business and secretarial schools,51,83874,14671,701,11,2112,2885,114,16,9907,4365,313,n/d,n/d,n/d,n/d
543,61142,Computer training,51,83874,14671,701,13,12584,5196,302,20,42020,6309,291,n/d,n/d,n/d,n/d
544,61143,Professional and management development training,51,83874,14671,701,11,4436,1048,57,24,15542,4344,212,n/d,n/d,n/d,n/d
545,6115,Technical and trade schools,51,83874,14671,701,79,223922,78650,4028,82,146092,45497,2647,n/d,n/d,n/d,n/d
546,6116,Other schools and instruction,51,83874,14671,701,208,91326,28823,2386,122,69555,17556,1194,n/d,n/d,n/d,n/d
547,61161,Fine arts schools,51,83874,14671,701,27,4772,1540,118,23,5640,875,70,n/d,n/d,n/d,n/d
548,61162,Sports and recreation instruction,51,83874,14671,701,27,9232,1865,107,19,5360,1779,68,n/d,n/d,n/d,n/d
549,61163,Language schools,51,83874,14671,701,14,8656,2312,163,9,3813,1224,119,n/d,n/d,n/d,n/d
550,61169,All other schools and instruction,51,83874,14671,701,140,68665,23104,1996,71,54742,13678,938,n/d,n/d,n/d,n/d
551,6117,Educational support services,51,83874,14671,701,118,128100,44369,2921,72,80407,17219,894,n/d,n/d,n/d,n/d
552,62,Health care and social assistance,51,83874,14671,701,7014,6098340,1842086,80913,6764,6663318,1567142,81337,6464,4967317,1224260,68338
553,621,Ambulatory health care services,51,83874,14671,701,5924,2972294,792796,32623,5602,3667953,619880,30597,5375,2504179,438453,25044
554,6211,Offices of physicians,51,83874,14671,701,3341,1358774,303372,12251,3122,1349360,188069,9735,3097,1190229,153813,9013
555,6212,Offices of dentists,51,83874,14671,701,921,164286,45915,3067,938,207836,39958,3084,1013,198825,35204,3029
556,6213,Offices of other health practitioners,51,83874,14671,701,728,348389,121917,4083,568,451518,84342,3400,443,277550,41941,2046
557,62131,Offices of chiropractors,51,83874,14671,701,78,16665,3706,206,57,12977,2400,133,38,6782,806,69
558,62132,Offices of optometrists,51,83874,14671,701,102,23011,5493,297,85,41745,5128,313,98,38372,4860,355
559,62133,Offices of mental health practitioners (except physicians),51,83874,14671,701,90,15005,32992,539,63,29256,6079,228,50,53733,9110,272
560,62134,"Offices of physical, occupational and speech therapists, and audiologists",51,83874,14671,701,202,91600,24221,1309,183,98165,18124,1061,137,61414,10883,668
561,62139,Offices of all other health practitioners,51,83874,14671,701,256,202111,55505,1733,180,269374,52612,1664,120,117249,16282,682
562,6214,Outpatient care centers,51,83874,14671,701,107,278384,56919,2097,168,436267,97796,4523,135,298523,74276,3603
563,62142,Outpatient mental health and substance abuse centers,51,83874,14671,701,30,46840,9471,373,22,23868,6197,238,n/d,n/d,n/d,n/d
564,62149,Other outpatient care centers,51,83874,14671,701,67,217708,43610,1543,141,404571,89254,4194,n/d,n/d,n/d,n/d
565,6215,Medical and diagnostic laboratories,51,83874,14671,701,575,436854,127643,5020,545,765868,108027,5051,512,322762,65696,3644
566,6216,Home health care services,51,83874,14671,701,78,149267,67319,2845,68,130376,51160,2092,56,97240,34572,1836
567,6219,Other ambulatory health care services,51,83874,14671,701,174,236339,69711,3259,193,326729,50529,2713,119,119050,32951,1873
568,622,Hospitals,51,83874,14671,701,130,2824703,842036,32342,85,2332161,727214,32368,98,1634211,512087,26407
569,6221,General medical and surgical hospitals,51,83874,14671,701,75,2550973,752043,29042,65,2117918,663450,29787,83,1500128,471174,24385
570,6223,Specialty (except psychiatric and substance abuse) hospitals,51,83874,14671,701,33,223455,62144,2605,16,182483,52719,2142,10,79515,20458,1212
571,623,Nursing and residential care facilities,51,83874,14671,701,380,99592,63578,4762,409,251253,72535,5365,422,272819,69142,5164
572,6231,Nursing care facilities,51,83874,14671,701,50,20456,13289,908,39,35174,15030,946,40,81776,28945,1864
573,6232,"Residential mental retardation, mental health and substance abuse facilities",51,83874,14671,701,63,26017,13821,789,86,111572,24949,1485,135,101720,11787,835
574,62321,Residential mental retardation facilities,51,83874,14671,701,30,4333,2311,133,39,26846,9863,617,n/d,n/d,n/d,n/d
575,62322,Residential mental health and substance abuse facilities,51,83874,14671,701,33,21684,11511,657,47,84726,15086,869,n/d,n/d,n/d,n/d
576,6233,Community care facilities for the elderly,51,83874,14671,701,248,43812,26006,2237,257,74669,19748,2001,210,47987,15331,1609
577,6239,Other residential care facilities,51,83874,14671,701,19,9306,10461,828,27,29840,12807,932,37,41336,13079,856
578,624,Social assistance,51,83874,14671,701,580,201753,143676,11189,668,411952,147513,13009,569,556108,204578,11723
579,6241,Individual and family services,51,83874,14671,701,270,111276,75348,6033,262,186291,61994,6333,170,120356,51310,4926
580,62411,Child and youth services,51,83874,14671,701,32,10976,5953,470,33,27153,12317,902,n/d,n/d,n/d,n/d
581,62412,Services for the elderly and persons with disabilities,51,83874,14671,701,84,50156,37847,3812,78,60403,28731,4045,n/d,n/d,n/d,n/d
582,62419,Other individual and family services,51,83874,14671,701,154,50143,31547,1750,151,98736,20945,1386,n/d,n/d,n/d,n/d
583,6242,"Community food and housing, and emergency and other relief services",51,83874,14671,701,45,15009,13101,919,43,49286,20652,1160,34,28466,12229,1016
584,6243,Vocational rehabilitation services,51,83874,14671,701,25,29642,16505,1120,29,50252,13021,1278,39,256783,90626,2112
585,6244,Child day care services,240,45826,51,83874,14671,701,38723,3116,334,126123,51847,4236,326,150503,50413,3669
586,71,"Arts, entertainment, and recreation",51,83874,14671,701,341,187328,62745,3024,434,370846,67040,3873,369,278975,45393,3115
587,711,"Performing arts, spectator sports, and related industries",51,83874,14671,701,146,70045,25104,924,167,216643,31410,1481,144,132724,15348,852
588,7111,Performing arts companies,51,83874,14671,701,35,10482,3394,181,29,42246,6443,202,35,14823,2272,155
589,7112,Spectator sports,51,83874,14671,701,31,32793,6760,307,42,103417,12247,618,44,74534,7508,424
590,7113,"Promoters of performing arts,51,83874,14671,701, sports, and similar events",49,15455,12444,358,48,47960,7386,490,33,26491,3060,162
591,7114,"Agents and managers for artists, athletes, entertainers, and other public figures",51,83874,14671,701,11,1628,553,15,13,8806,2743,54,12,5879,942,42
592,7115,"Independent artists, writers, and performers",51,83874,14671,701,20,9687,1954,61,35,14214,2592,116,20,10997,1566,69
593,712,"Museums, historical sites, and similar institutions",51,83874,14671,701,14,12023,6492,290,13,16152,6185,278,18,13690,3714,218
594,713,"Amusement, gambling, and recreation industries",51,83874,14671,701,181,105259,31149,1810,254,138050,29444,2114,207,132561,26331,2045
595,7131,Amusement parks and arcades,51,83874,14671,701,37,17138,4189,292,66,29463,4228,380,42,20590,3922,410
596,7132,Gambling industries,51,83874,14671,701,21,14725,4441,155,28,15296,3470,178,24,24837,2386,87
597,7139,Other amusement and recreation industries,51,83874,14671,701,123,73395,22518,1363,160,93292,21745,1555,141,87134,20023,1548
598,71391,Golf courses and country clubs,51,83874,14671,701,12,13895,7350,393,12,16989,5771,355,n/d,n/d,n/d,n/d
599,71393,Marinas,51,83874,14671,701,22,24402,3719,206,19,23887,4229,201,n/d,n/d,n/d,n/d
600,71394,Fitness and recreational sports centers,51,83874,14671,701,49,13682,6351,401,80,25476,6601,584,n/d,n/d,n/d,n/d
601,71395,Bowling centers,51,83874,14671,701,4,5084,1352,98,7,8268,1857,160,n/d,n/d,n/d,n/d
602,71399,All other amusement and recreation industries,51,83874,14671,701,36,16333,3747,264,42,18672,3286,254,n/d,n/d,n/d,n/d
603,72,Accommodation and food services,51,83874,14671,701,4084,4256139,1135032,74741,4152,3989750,934944,75748,4133,3360226,732147,63810
604,721,Accommodation,51,83874,14671,701,253,1275998,458366,15965,309,1195371,332053,17416,250,884318,257293,14167
605,7211,Traveler accommodation,51,83874,14671,701,237,1272050,457171,15768,298,1191336,331367,17341,232,880811,256383,14068
606,72111,Hotels (except casino hotels) and motels,51,83874,14671,701,172,502091,108857,5565,219,358158,109367,6672,172,231544,62203,4111
607,72112,Casino hotels,51,83874,14671,701,26,749862,341311,9608,21,806478,214973,10046,22,628194,188149,9473
608,72119,Other traveler accommodation,51,83874,14671,701,39,20097,7002,594,58,26699,7026,622,38,21073,6031,484
609,7212,RV (recreational vehicle) parks and recreational camps,51,83874,14671,701,7,1363,725,n/d,4,1016,204,22,7,1163,292,27
610,7213,Rooming and boarding houses,51,83874,14671,701,9,2585,471,46,7,3021,483,54,11,2344,618,72
611,722,Food services and drinking places,51,83874,14671,701,3831,2980141,676667,58776,3843,2794379,602892,58332,3883,2475908,474854,49643
612,7221,Full-service restaurants,51,83874,14671,701,n/d,n/d,n/d,n/d,829,699003,160573,13188,800,557311,117713,11780
613,7222,Limited-service eating places,51,83874,14671,701,n/d,n/d,n/d,n/d,2501,1540362,322087,34951,2675,1667857,314595,33819
614,7223,Special food services,51,83874,14671,701,178,250116,39321,2938,388,483906,104536,8837,190,177270,28842,2344
615,7224,Drinking places (alcoholic beverages),51,83874,14671,701,100,25365,6501,454,125,71109,15697,1358,218,73470,13704,1700
616,81,Other services (except public administration),51,83874,14671,701,2070,750512,224347,16144,2807,1285337,276820,16833,3324,1470563,281805,18417
617,811,Repair and maintenance,51,83874,14671,701,1158,402365,115857,9755,1345,571706,124022,7292,1562,603130,114668,7391
618,8111,Automotive repair and maintenance,51,83874,14671,701,776,205275,55523,3389,940,286352,61634,4207,1084,298493,54511,3985
619,81111,Automotive mechanical and electrical repair and maintenance,51,83874,14671,701,409,89755,28228,1700,518,164585,36185,2283,587,153902,24923,1936
620,81112,"Automotive body, paint, interior, and glass repair",51,83874,14671,701,204,55555,12484,785,238,68890,13818,962,279,71971,14342,996
621,81119,Other automotive repair and maintenance,51,83874,14671,701,163,59965,14811,904,184,52877,11632,962,218,72620,15246,1053
622,8112,Electronic and precision equipment repair and maintenance,51,83874,14671,701,108,73365,20683,4555,99,82563,16375,643,117,112001,23286,1035
623,8113,Commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance,51,83874,14671,701,165,93108,29183,1226,183,147532,32568,1552,219,156412,29192,1685
624,8114,Personal and household goods repair and maintenance,51,83874,14671,701,109,30616,10469,587,123,55258,13445,888,142,36224,7679,686
625,81141,Home and garden equipment and appliance repair and maintenance,51,83874,14671,701,59,19010,4534,265,57,23745,5825,335,63,16754,3017,269
626,81142,Reupholstery and furniture repair,51,83874,14671,701,12,1681,723,35,17,3919,1234,89,27,2222,426,60
627,81143,Footwear and leather goods repair,51,83874,14671,701,4,137,68,n/d,6,307,70,n/d,7,590,139,16
628,81149,Other personal and household goods repair and maintenance,51,83874,14671,701,34,9788,5144,282,43,27286,6316,457,45,16658,4097,341
629,812,Personal and laundry services,51,83874,14671,701,813,293020,87450,5425,961,371589,92322,6767,1128,430690,92884,6617
630,8121,Personal care services,51,83874,14671,701,301,80772,23815,1472,361,94754,25407,1957,442,92424,23270,2006
631,8122,Death care services,51,83874,14671,701,165,79105,19583,1009,167,99893,18466,1062,203,151889,25257,1119
632,81221,Funeral homes and funeral services,51,83874,14671,701,124,48780,11120,605,134,66175,12211,743,144,90247,12375,587
633,81222,Cemeteries and crematories,51,83874,14671,701,41,30324,8462,404,33,33717,6255,318,59,61642,12882,532
634,8123,Drycleaning and laundry services,51,83874,14671,701,187,64848,19402,1227,247,85528,24104,1696,286,83571,21858,1806
635,81231,Coin-operated laundries and drycleaners,51,83874,14671,701,26,3620,945,86,19,2046,490,51,38,4385,1045,110
636,81232,Drycleaning and laundry services (except coin-operated),51,83874,14671,701,146,20415,8110,670,211,41870,11589,1125,232,45323,11488,1140
637,81233,Linen and uniform supply,51,83874,14671,701,15,40815,10348,471,17,41613,12026,520,16,33863,9325,556
638,8129,Other personal services,51,83874,14671,701,160,68294,24649,1716,186,91412,24344,2053,197,102806,22499,1686
639,81291,Pet care (except veterinary) services,51,83874,14671,701,11,1540,720,52,11,1780,655,56,7,424,154,18
640,81292,Photofinishing,51,83874,14671,701,51,83874,14671,701,5,669,230,14,11,2943,481,49,22,20174,2859,135
641,81293,Parking lots and garages,51,83874,14671,701,122,54524,20978,1584,136,62195,19508,1687,126,61154,15450,1228
642,81299,All other personal services,51,83874,14671,701,22,11562,2723,67,28,24496,3701,262,42,21054,4036,305
643,813,"Religious, grantmaking, civic, professional, and similar organizations",51,83874,14671,701,99,55128,21040,964,501,342042,60477,2774,634,436743,74253,4409
644,8132,Grantmaking and giving services,51,83874,14671,701,29,21827,5404,176,27,65650,9953,365,29,22554,6131,279
645,8133,Social advocacy organizations,51,83874,14671,701,19,5302,4422,168,28,12771,4544,189,23,29625,5474,555
646,8134,Civic and social organizations,51,83874,14671,701,51,27999,11214,621,61,32838,8035,470,71,34273,7436,502
647,8139,"Business, professional, labor, political, and similar organizations",51,83874,14671,701,n/d,n/d,n/d,n/d,385,230783,37943,1750,511,350291,55212,3073
